review_id,term_actual,term_predicted,opinion_actual,opinion_predicted,aspect_actual,aspect_predicted,sentiment_actual,sentiment_predicted,review_len
174,Halal,Halal,excellent,excellent,FOOD#QUALITY,FOOD#QUALITY,positive,positive,21
174,NULL,NULL,nice,friendly,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,21
174,NULL,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,21
174,NULL,NA,wide selection of dishes,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,21
174,NULL,NA,enjoyed,NA,FOOD#QUALITY,NA,positive,NA,21
175,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,38
175,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,38
175,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,38
175,food,food,delicious,friendly,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,38
176,foods,NA,disappointing,NA,FOOD#QUALITY,NA,negative,NA,112
176,bread,bread,thin slice,thin slice,FOOD#STYLE_OPTIONS,FOOD#QUALITY,negative,negative,112
176,bread,NA,tasteless,NA,FOOD#QUALITY,NA,negative,NA,112
176,lambs cutlets,NA,slightly rare cold,NA,FOOD#QUALITY,NA,negative,NA,112
176,NULL,NULL,ok,NULL,FOOD#QUALITY,SERVICE#GENERAL,negative,negative,112
176,lamb shank,NA,too dry,NA,FOOD#QUALITY,NA,negative,NA,112
176,services,services,average,average,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,112
176,NA,food,NA,disappointment,NA,FOOD#QUALITY,NA,negative,112
176,NA,olive oil,NA,tasteless,NA,FOOD#QUALITY,NA,negative,112
176,NA,lemon oil,NA,tasteless,NA,FOOD#QUALITY,NA,negative,112
177,selection of pastries,selection of pastries,way too many sweet items,way too many sweet items,FOOD#STYLE_OPTIONS,FOOD#QUALITY,negative,negative,51
177,selection of pastries,NA,should be balanced with more savouries,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,51
177,selection of pastries,NA,premium,NA,FOOD#QUALITY,NA,positive,NA,51
177,portion per piece,portion per piece,not big,not big,FOOD#STYLE_OPTIONS,FOOD#QUALITY,negative,negative,51
177,service,service,nice,nice,SERVICE#GENERAL,SERVICE#GENERAL,positive,negative,51
177,setting,setting,nice,nice,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,51
177,NA,savouries,NA,balanced,NA,FOOD#QUALITY,NA,negative,51
178,paratha,paratha,awesome,awesome,FOOD#QUALITY,FOOD#QUALITY,positive,positive,84
178,aloo paratha,NA,nyums,NA,FOOD#QUALITY,NA,positive,NA,84
178,Tiki Masala,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,84
178,Palak Paneer,NA,OMG i am literally drooling right now,NA,FOOD#QUALITY,NA,positive,NA,84
178,food,food,finger licking good,finger licking good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,84
178,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,84
178,owner,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,84
178,NA,tiki masala,NA,awesome,NA,FOOD#QUALITY,NA,positive,84
178,NA,palak paneer,NA,good,NA,FOOD#QUALITY,NA,positive,84
178,NA,owner himself,NA,friendly,NA,SERVICE#GENERAL,NA,positive,84
178,NA,NULL,NA,hidden gem,NA,SERVICE#GENERAL,NA,positive,84
179,staff,staff,fun,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,96
179,staff,NA,positive attitude,NA,SERVICE#GENERAL,NA,positive,NA,96
179,staff,NA,considerate,NA,SERVICE#GENERAL,NA,positive,NA,96
179,NULL,NULL,amazing,friendly,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,96
180,staff,staff,helpful,helpful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,35
180,NA,Grab service,NA,correct address,NA,SERVICE#GENERAL,NA,positive,35
181,restaurant,NA,Amazing,NA,RESTAURANT#GENERAL,NA,positive,NA,53
181,setting,setting,Fantastic,Amazing,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,53
181,view,view,stunning,cool,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,53
181,design,design,cool,delicious,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,53
181,”nouvelle cuisine”,NA,Delicious,NA,FOOD#QUALITY,NA,positive,NA,53
181,dishes,NA,exciting,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,53
181,NULL,NULL,worth it,delicious,FOOD#PRICES,AMBIENCE#GENERAL,positive,positive,53
182,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,48
182,NA,waiting line,NA,long,NA,SERVICE#GENERAL,NA,positive,48
183,view,view,unbelievable,unbelievable,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,54
183,music,music,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,54
183,staff,staff,top notch,top notch,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,54
183,hospitality,hospitality,enjoyed my time,enjoyed,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,54
184,waitress,waitress,excellent,excellent,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,108
184,seaweed taco,NA,excellent,NA,FOOD#QUALITY,NA,positive,NA,108
184,chicken 'ribs',NA,best,NA,FOOD#QUALITY,NA,positive,NA,108
184,NA,NULL,NA,helpful,NA,SERVICE#GENERAL,NA,positive,108
185,salmon fried rice,salmon fried rice,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,43
185,duck ramen,duck ramen,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,43
185,Monster burger,NA,great,NA,FOOD#QUALITY,NA,positive,NA,43
185,macaroni & cheese,macaroni & cheese,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,43
185,portion,portion,no big,no big,FOOD#STYLE_OPTIONS,FOOD#QUALITY,neutral,negative,43
185,waitress,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,43
185,waitress,NA,helpful,NA,SERVICE#GENERAL,NA,positive,NA,43
185,NULL,NA,resonance,NA,SERVICE#GENERAL,NA,positive,NA,43
185,NA,Mountain burger,NA,great,NA,FOOD#QUALITY,NA,positive,43
186,black pepper and mushroom pasta,black pepper and mushroom pasta,outstanding,exceptional,FOOD#QUALITY,FOOD#QUALITY,positive,positive,26
186,prices,prices,reasonable,reasonable,RESTAURANT#PRICES,AMBIENCE#GENERAL,positive,positive,26
186,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,26
187,Shafiq,Shafiq,excellent job,excellent job,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,25
187,NA,drinks,NA,best,NA,FOOD#QUALITY,NA,positive,25
187,NA,NULL,NA,best,NA,SERVICE#GENERAL,NA,positive,25
188,view,view,great,Great,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,41
188,hospitality,hospitality,great,Great,SERVICE#GENERAL,AMBIENCE#GENERAL,positive,positive,41
188,service,service,great,Great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,41
188,NULL,NA,Awesome,NA,RESTAURANT#GENERAL,NA,positive,NA,41
188,NA,staff,NA,Awesome,NA,SERVICE#GENERAL,NA,positive,41
189,food,food,perfect,perfect,FOOD#QUALITY,FOOD#QUALITY,positive,positive,69
189,service,service,even better,even better,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,69
189,Sarmila,Sarmila,kind,kind,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,69
189,Sarmila,NA,helpful,NA,SERVICE#GENERAL,NA,positive,NA,69
189,NULL,NA,best value for your money,NA,RESTAURANT#PRICES,NA,positive,NA,69
190,ambience,ambience,love,love,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,53
190,service,NA,awesome,NA,SERVICE#GENERAL,NA,positive,NA,53
190,food portion,food portion,just nice,nice,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,53
190,sushi maki,NA,love,NA,FOOD#QUALITY,NA,positive,NA,53
190,pomelo salad,NA,love,NA,FOOD#QUALITY,NA,positive,NA,53
190,steak,NA,love,NA,FOOD#QUALITY,NA,positive,NA,53
190,durian panna cotta dessert,NA,love,NA,FOOD#QUALITY,NA,positive,NA,53
190,NA,Service,NA,awesome,NA,SERVICE#GENERAL,NA,positive,53
190,NA,NULL,NA,favourite,NA,AMBIENCE#GENERAL,NA,positive,53
191,NULL,NA,expensive,NA,PRICES#GENERAL,NA,negative,NA,32
191,NA,burger,NA,abundant,NA,FOOD#QUALITY,NA,positive,32
191,NA,beer,NA,charged,NA,FOOD#QUALITY,NA,positive,32
191,NA,charge,NA,extreme,NA,SERVICE#GENERAL,NA,negative,32
192,Signature Ramen,Signature Ramen,NULL,loved,FOOD#QUALITY,FOOD#QUALITY,positive,positive,97
192,NULL,NA,pleasant,NA,RESTAURANT#GENERAL,NA,positive,NA,97
192,fried rice,fried rice,yummy,better,FOOD#QUALITY,FOOD#QUALITY,positive,positive,97
192,Pavilion,NA,better,NA,FOOD#QUALITY,NA,positive,NA,97
193,food,food,decent,decent,FOOD#QUALITY,FOOD#QUALITY,neutral,positive,19
193,ambience,ambience,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,19
193,service,service,exceptional,exceptional,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,19
193,hospitality,hospitality,Good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,19
194,Desserts like cakes,Desserts like cakes,delicious treat,delicious treat,FOOD#QUALITY,FOOD#QUALITY,positive,positive,72
194,caesar salad,caesar salad,horrified,horrified,FOOD#QUALITY,FOOD#QUALITY,negative,negative,72
194,lobster roll,NA,hardly any lobster swimming in the mayo - appeared more like diced prawns,NA,FOOD#QUALITY,NA,negative,NA,72
194,Service,NA,inconsistent,NA,SERVICE#GENERAL,NA,negative,NA,72
194,Menu,NA,good selection of western and asian dishes for variety,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,72
194,NA,loose lobster roll,NA,not much lobster swimming in the mayo,NA,FOOD#QUALITY,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
194,NA,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,72
195,staff,staff,attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,95
195,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,95
195,staff,NA,accommodating,NA,SERVICE#GENERAL,NA,positive,NA,95
195,Aliff,NA,good,NA,SERVICE#GENERAL,NA,positive,NA,95
195,view,view,Great,friendly,AMBIENCE#GENERAL,SERVICE#GENERAL,positive,positive,95
195,NA,skyline,NA,accommodating,NA,AMBIENCE#GENERAL,NA,positive,95
196,ambient,ambient,Excellent,Excellent,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,20
196,services,services,friendly,Excellent,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,20
196,services,NA,warm,NA,SERVICE#GENERAL,NA,positive,NA,20
196,coffee,coffee,nice,friendly,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,20
197,Chicken Barbecue salad,Chicken Barbecue salad,wonderful,big chunks of barbecue chick pieces,FOOD#QUALITY,FOOD#QUALITY,positive,positive,150
197,service,service,wonderful,beat,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,150
197,NULL,NULL,huge,wonderful,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,150
197,NULL,NA,stripped with the barbecue sauce and grated Parisian cheese,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,150
197,NULL,NA,big,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,150
197,NULL,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,150
197,NULL,NA,thick,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,150
197,NULL,NA,gooey,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,150
197,bread,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,150
197,NULL,NA,wonderful,NA,DRINKS#QUALITY,NA,positive,NA,150
197,NULL,NA,wonderful,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,150
197,NULL,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,150
197,selection of beer,NA,wonderful,NA,DRINKS#QUALITY,NA,positive,NA,150
197,soft drink,NA,wonderful,NA,DRINKS#QUALITY,NA,positive,NA,150
197,NULL,NA,wonderful,NA,SERVICE#GENERAL,NA,positive,NA,150
198,food,food,Nice,Nice,FOOD#QUALITY,FOOD#QUALITY,positive,positive,20
198,food,NA,plenty of choices,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,20
198,food,NA,taste good,NA,FOOD#QUALITY,NA,positive,NA,20
198,ambience,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,NA,20
198,ambience,NA,not really crowded,NA,AMBIENCE#GENERAL,NA,positive,NA,20
198,ambience,NA,best place for family,NA,AMBIENCE#GENERAL,NA,positive,NA,20
198,NA,environment,NA,NULL,NA,FOOD#QUALITY,NA,positive,20
198,NA,NULL,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,20
199,meals,NA,best,NA,FOOD#QUALITY,NA,positive,NA,116
199,staff,staff,professional,professional,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,116
199,wine list,wine list,amazing,amazing,DRINKS#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,116
199,NULL,NULL,enjoyed,5 star,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,116
199,NULL,NA,5 star,NA,RESTAURANT#GENERAL,NA,positive,NA,116
199,NULL,NA,grumbling,NA,RESTAURANT#GENERAL,NA,negative,NA,116
